cor tempo
32	519.5918091000001
33	530.7496378398294599
31	569.5887137062265293
33	562.45728991761586313
34	532.3008887781981945
32	546.20306501796774457
34	565.404700829435662
31	560.19088488092667633
34	533.9490498522898367
32	563.11770635224339143
31	515.3598455536835472
34	549.7816763990813284
34	551.559062709735576
32	524.2346872171394626
32	550.4733037300885914
33	568.5485732128848166
31	513.7053877617936133
31	526.22169911980876678
32	521.9095071157912942
34	538.8369509931494419
31	552.10654184241068676
33	537.6821587520930934
33	553.6809089128993161
33	521.6639930429397627
32	514.5135393561401691
33	516.8613916201385466
32	554.7117518279677228
34	510.8626361699324074
31	518.7485887665111839
34	517.40401660990172206
33	539.4906708696986388
31	551.020672870149662015
33	570.24085758519718148
33	521.8324748163614601
31	566.6274952648590651
31	540.909944199673229
33	539.2887174665891282
34	537.571831749595935
33	524.6134539660231685
31	528.9322556668205663
32	531.28217611169499934
32	559.3045930486159052
34	568.6932531955236271
31	564.41888887005270725
34	528.6032564173015005
32	531.38572016409850685
32	521.8855694409144024
34	527.885438788533189
34	566.5428212611517353
32	525.8699919193135598
32	520.7861473482367282
31	531.18280789801799424
32	547.56991364631951
33	538.541931933038675
33	526.5544186476690915
31	527.3730230919227425
33	565.12702079817518885
31	545.8065081789144055
33	558.36544288459160523
32	529.3329040997748117
31	530.27472477513560134
31	513.3864675156846057
33	553.9589572915834537
32	559.0006237428679297663
34	559.1351235752655121
34	536.5816448227238032
32	550.6715966572063404
32	512.5826141932531607
31	534.7135890308096906
32	548.8797869044207554
31	536.21571327275583896
32	527.3493003703956421
34	512.688420953641961
34	536.02080534391624067
31	551.3887494116945196
32	545.01990751318968076
34	514.8933862772476486
34	519.5840743285908648
34	520.54697589861248
34	541.129892237393061
33	565.390684950563554
33	561.7437687748708076
31	544.4187738940491007
31	532.5552251618054433
32	515.24076596415224005
34	541.43674416563319673
32	561.7570359919751418
32	510.26271066491732087
33	543.998217993857851
31	534.3776414691648008
32	543.35569376715482615
31	551.38790775341189476
32	545.9933088652638021
32	534.5848552961209665
33	542.5776375789800197
32	513.7459007526957487
34	545.25811212631811487
34	559.630727787671144
33	536.29429753866695973
34	513.3317896947257425
